sample_id,source,ionizable_lipid,helper_lipid,cell_line,cargo,CHL_mol_pct,HL_mol_pct,PEG_mol_pct,IL_mol_pct,Frac_sp3C,NP_ratio,size_nm,zeta_mV,PDI,pKa,MW_IL,n_amines,transfection_pct,efficacy_binary,efficacy_label
LNP_13260,Miao2020,cKK-E12,DSPC,MCF7,mRNA,45.75,16.83,0.65,36.78,0.4339,2.72,61.4,-8.69,0.1288,6.79,572.3,1,37.48,0,Low
LNP_13261,Miao2020,Lipid5,DSPC,Huh7,mRNA,50.73,13.58,2.13,33.56,0.4541,3.48,59.9,-17.08,0.1163,6.35,717.5,2,43.14,0,Low
LNP_13262,Miao2020,DODAP,DPPC,PC3,siRNA,42.22,11.49,2.21,44.07,0.3932,5.26,126.3,3.72,0.072,6.21,643.6,2,63.7,1,High
LNP_13263,Fenton2016,DODAP,DSPC,MCF7,siRNA,45.59,10.57,0.83,43.01,0.5278,6.96,99.8,1.26,0.1253,6.14,427.6,1,51.53,1,High
LNP_13264,Semple2010,DOTAP,DSPC,MCF7,siRNA,39.07,11.09,0.96,48.88,0.6418,9.22,168.9,-14.08,0.1653,6.14,942.3,1,37.25,0,Low
LNP_13265,Moderna2021,C12-200,DSPE,A549,pDNA,43.87,9.34,0.75,46.03,0.4446,3.26,137.3,-3.79,0.1467,7.0,685.5,1,22.36,0,Low
LNP_13266,Semple2010,DLin-MC3-DMA,DOPC,Jurkat,pDNA,34.19,16.55,0.94,48.31,0.6222,10.94,93.2,-0.76,0.1174,5.92,723.8,3,34.79,0,Low
LNP_13267,Dahlman2014,DOTAP,DPPC,A549,mRNA,43.12,14.99,1.42,40.47,0.7058,4.4,54.9,-11.94,0.1239,6.53,625.4,2,60.34,1,High
LNP_13268,Kauffman2015,DODAP,DOPE,HeLa,siRNA,44.92,17.38,1.3,36.39,0.7903,3.52,52.7,-3.82,0.1682,6.63,669.3,3,36.79,0,Low
LNP_13269,Li2015,Lipid5,DSPE,MCF7,siRNA,46.35,20.23,1.45,31.97,0.5047,3.77,152.9,-0.37,0.1796,6.33,795.4,3,46.25,0,Low
LNP_13270,Miao2020,DOTAP,DPPC,HeLa,mRNA,46.64,12.58,1.61,39.17,0.606,4.92,65.8,-3.76,0.1815,5.19,537.2,1,45.15,0,Low
LNP_13271,Hassett2019,FTT5,DPPC,MCF7,ASO,38.8,12.81,2.71,45.69,0.5143,7.67,55.6,-1.44,0.1638,6.57,350.0,3,53.85,0,Low
LNP_13272,Li2015,SM-102,DOPE,Huh7,pDNA,41.86,20.81,1.66,35.67,0.5978,5.58,130.0,7.82,0.1658,6.18,871.8,4,40.49,0,Low
LNP_13273,Sabnis2018,DODAP,DOPE,MCF7,siRNA,36.84,14.69,1.61,46.86,0.6433,1.82,128.4,-16.67,0.3288,5.75,1006.5,1,44.96,0,Low
LNP_13274,Li2015,cKK-E12,DPPC,HEK293,siRNA,37.27,14.3,3.45,44.97,0.5019,9.69,114.4,3.81,0.0902,7.12,607.5,1,33.13,0,Low
LNP_13275,Oberli2017,IM23,DPPC,Huh7,siRNA,46.37,17.37,0.99,35.27,0.5733,2.77,145.0,-6.07,0.1243,7.35,715.9,3,10.41,0,Low
LNP_13276,BioNTech2021,A2-Iso5-2DC18,DOPE,RAW264.7,mRNA,39.4,18.06,2.03,40.51,0.7683,4.53,112.2,-17.1,0.133,5.58,612.5,3,32.94,0,Low
LNP_13277,Kulkarni2019,Lipid5,DOPE,Jurkat,pDNA,40.27,14.2,0.76,44.76,0.5013,8.76,63.4,9.27,0.2921,6.08,519.7,2,40.25,0,Low
LNP_13278,Oberli2017,ALC-0315,DSPC,Huh7,mRNA,39.3,15.54,1.24,43.92,0.6966,1.95,128.1,-10.73,0.3053,7.1,538.0,2,29.82,0,Low
LNP_13279,Oberli2017,DOTAP,DOPC,PC3,siRNA,41.89,16.24,2.03,39.84,0.5041,2.96,73.7,-13.22,0.1763,6.94,700.5,3,83.74,1,High
LNP_13280,Li2015,LP01,DPPC,A549,ASO,41.25,12.15,0.88,45.73,0.682,1.83,50.5,1.87,0.2194,6.92,633.7,2,53.29,1,High
LNP_13281,BioNTech2021,DLin-MC3-DMA,DOPC,Jurkat,pDNA,37.73,16.6,1.7,43.96,0.505,2.82,100.7,-4.71,0.0547,6.97,642.7,2,28.28,0,Low
LNP_13282,Sabnis2018,DODAP,DSPC,Jurkat,mRNA,42.44,17.19,1.46,38.92,0.6962,4.88,93.7,-5.07,0.3928,5.56,611.8,3,62.53,1,High
LNP_13283,Miao2020,FTT5,DSPE,MCF7,mRNA,45.7,13.93,1.52,38.85,0.5025,5.85,108.1,-7.34,0.1446,6.04,741.5,1,40.86,0,Low
LNP_13284,Hassett2019,DODAP,DOPC,A549,mRNA,45.35,14.54,2.95,37.15,0.3215,14.09,94.9,-0.76,0.3869,6.08,758.1,3,16.94,0,Low
LNP_13285,Kauffman2015,L319,DSPE,Jurkat,mRNA,50.93,18.61,1.22,29.25,0.3168,3.56,64.7,-13.3,0.0781,7.17,472.0,2,23.44,0,Low
LNP_13286,Moderna2021,A2-Iso5-2DC18,DOPC,RAW264.7,siRNA,34.34,11.98,1.14,52.55,0.5077,6.87,74.4,-0.67,0.2676,4.84,463.6,2,17.37,0,Low
LNP_13287,Dahlman2014,OF-02,DSPC,Jurkat,siRNA,46.81,10.23,1.12,41.85,0.5057,3.51,93.7,1.26,0.1727,5.85,538.4,1,32.15,0,Low
LNP_13288,Hassett2019,MC3,DOPE,A549,mRNA,32.09,10.48,1.56,55.87,0.6324,2.38,73.4,-7.73,0.1479,5.99,443.3,3,85.11,1,High
LNP_13289,Dahlman2014,DOTAP,DSPE,A549,siRNA,39.11,15.08,2.64,43.18,0.473,6.35,200.0,-2.72,0.0796,6.53,454.2,1,49.8,1,High
LNP_13290,Semple2010,cKK-E12,DOPC,A549,mRNA,33.97,22.1,1.01,42.92,0.7069,5.35,115.8,-0.96,0.1233,5.6,653.1,2,61.67,1,High
LNP_13291,Li2015,MC3,DOPC,MCF7,siRNA,35.4,11.21,1.13,52.26,0.2445,2.98,106.9,4.84,0.1543,6.01,610.5,4,49.98,0,Low
LNP_13292,Kulkarni2019,DOTAP,DSPE,RAW264.7,pDNA,35.71,13.93,2.22,48.14,0.7293,16.43,87.4,-4.92,0.2889,6.44,688.4,1,32.37,0,Low
LNP_13293,Dahlman2014,A2-Iso5-2DC18,DPPC,Huh7,ASO,32.26,14.01,0.74,52.99,0.6948,8.1,138.1,-9.24,0.2276,6.09,727.1,3,54.25,1,High
LNP_13294,Fenton2016,OF-02,DSPE,Huh7,mRNA,42.07,15.86,1.23,40.84,0.3856,3.42,116.3,-11.77,0.089,6.6,480.8,3,62.57,1,High
LNP_13295,Kauffman2015,L319,DPPC,RAW264.7,pDNA,40.24,13.2,1.05,45.52,0.6125,2.97,175.7,11.52,0.1382,6.13,460.7,2,45.01,1,High
LNP_13296,Hassett2019,SM-102,DPPC,RAW264.7,ASO,41.63,15.71,1.49,41.16,0.5066,2.64,68.5,-9.44,0.1447,6.56,587.4,1,64.89,1,High
LNP_13297,Miao2020,DLin-MC3-DMA,DSPC,RAW264.7,pDNA,45.02,12.76,2.72,39.51,0.345,3.18,84.5,-17.14,0.0978,6.81,780.7,3,31.02,0,Low
LNP_13298,Fenton2016,cKK-E12,DSPE,A549,pDNA,41.99,12.1,0.9,45.0,0.5804,6.71,185.0,6.53,0.1259,6.46,823.0,1,53.38,0,Low
LNP_13299,BioNTech2021,A2-Iso5-2DC18,DPPC,PC3,mRNA,45.98,9.84,2.08,42.11,0.3685,4.26,82.9,6.73,0.2146,7.13,742.3,3,26.58,0,Low
LNP_13300,Sabnis2018,SM-102,DOPC,RAW264.7,siRNA,48.8,15.0,0.87,35.33,0.6024,9.29,89.7,-8.5,0.1588,5.82,422.5,3,24.52,0,Low
LNP_13301,Whitehead2014,L319,DOPC,Jurkat,siRNA,39.77,13.35,1.52,45.36,0.6823,1.83,80.9,-2.8,0.1102,5.67,731.9,2,59.18,1,High
LNP_13302,Hassett2019,A2-Iso5-2DC18,DOPC,A549,mRNA,44.75,12.3,1.67,41.28,0.4632,2.64,107.2,-8.17,0.1958,6.05,648.7,1,56.43,1,High
LNP_13303,Oberli2017,Lipid5,DSPC,PC3,pDNA,39.76,13.72,1.38,45.15,0.3636,6.12,110.6,-12.83,0.1564,6.35,616.8,2,52.02,1,High
LNP_13304,Jayaraman2012,Lipid5,DPPC,Huh7,mRNA,40.88,14.13,3.4,41.6,0.8789,2.56,67.0,1.97,0.1363,5.83,620.4,3,59.62,1,High
LNP_13305,Fenton2016,DLin-MC3-DMA,DPPC,PC3,siRNA,36.98,11.7,1.82,49.51,0.5926,3.19,91.2,-10.45,0.0866,6.8,827.2,2,50.83,1,High
LNP_13306,Kulkarni2019,MC3,DSPE,HEK293,pDNA,45.84,11.96,1.56,40.64,0.6423,7.64,97.9,-1.14,0.1738,6.65,477.0,4,62.53,1,High
LNP_13307,Kulkarni2019,ALC-0315,DSPE,HeLa,pDNA,50.11,15.14,1.27,33.47,0.4501,1.66,96.3,-2.89,0.0731,6.28,596.4,2,20.4,0,Low
LNP_13308,Hassett2019,Lipid5,DSPC,MCF7,pDNA,39.78,19.03,1.6,39.59,0.6973,2.18,134.9,-6.66,0.1767,6.6,576.1,4,56.29,1,High
LNP_13309,Semple2010,FTT5,DPPC,MCF7,siRNA,43.36,12.94,0.69,43.01,0.6673,5.27,93.3,5.1,0.1707,6.33,461.3,1,28.77,0,Low
LNP_13310,Sabnis2018,cKK-E12,DSPE,RAW264.7,pDNA,53.15,14.79,1.66,30.4,0.3705,3.41,65.1,2.75,0.1657,6.34,565.4,2,20.41,0,Low
LNP_13311,Hassett2019,DOTAP,DSPC,RAW264.7,mRNA,31.86,13.65,2.9,51.59,0.7004,4.01,93.1,-15.01,0.1435,6.15,669.2,2,37.57,0,Low
LNP_13312,Kauffman2015,L319,DSPC,HeLa,pDNA,41.39,12.0,2.55,44.06,0.7368,7.45,86.0,-14.98,0.1074,6.82,682.3,1,51.1,1,High
LNP_13313,Oberli2017,OF-02,DPPC,A549,pDNA,42.1,16.74,1.96,39.19,0.6809,5.03,116.8,-0.43,0.1757,5.69,561.6,4,66.66,1,High
LNP_13314,Kauffman2015,MC3,DSPC,Jurkat,ASO,35.35,15.66,2.15,46.84,0.4057,6.82,98.7,-6.7,0.1234,7.19,908.7,4,54.96,1,High
LNP_13315,Patel2017,IM23,DOPE,PC3,pDNA,40.88,10.51,1.88,46.73,0.4404,2.83,55.7,-1.13,0.0688,5.34,624.4,3,44.56,0,Low
LNP_13316,Patel2017,SM-102,DSPC,Huh7,ASO,51.39,15.4,1.25,31.96,0.2185,2.91,141.4,-7.14,0.0922,7.09,695.0,3,17.84,0,Low
LNP_13317,Patel2017,IM23,DPPC,Huh7,pDNA,38.01,10.04,1.65,50.29,0.2394,5.28,65.1,-1.85,0.0944,7.13,548.3,2,43.67,0,Low
LNP_13318,Semple2010,OF-02,DPPC,MCF7,siRNA,46.93,13.31,1.53,38.22,0.3485,1.89,176.6,-16.9,0.1089,6.74,671.1,2,19.81,0,Low
LNP_13319,Moderna2021,DOTAP,DOPE,PC3,siRNA,39.12,11.66,3.74,45.48,0.8198,2.75,135.2,2.51,0.1009,7.7,548.2,2,22.78,0,Low
LNP_13320,BioNTech2021,Lipid5,DOPC,A549,pDNA,39.55,14.74,2.16,43.55,0.6052,8.44,119.6,-12.63,0.0919,6.82,737.7,1,65.04,1,High
LNP_13321,BioNTech2021,LP01,DOPC,Jurkat,siRNA,45.52,15.67,0.89,37.92,0.5444,4.58,67.0,-18.51,0.227,7.49,545.0,1,16.93,0,Low
LNP_13322,Dahlman2014,FTT5,DSPE,PC3,siRNA,40.0,15.25,2.62,42.13,0.5463,6.6,98.3,-3.73,0.1955,5.59,715.3,1,44.01,1,High
LNP_13323,Fenton2016,DLin-MC3-DMA,DOPE,Huh7,mRNA,38.33,14.87,1.41,45.38,0.5277,6.24,79.6,-7.75,0.1859,6.21,536.9,3,54.74,0,Low
LNP_13324,Miao2020,SM-102,DSPC,Huh7,mRNA,49.05,14.26,2.08,34.61,0.5218,4.14,63.8,1.09,0.1212,7.07,560.5,2,26.79,0,Low
LNP_13325,Whitehead2014,C12-200,DPPC,HEK293,pDNA,47.47,13.65,0.99,37.89,0.7257,6.12,134.2,-15.52,0.1146,8.1,558.0,1,27.73,0,Low
LNP_13326,Kulkarni2019,C12-200,DSPE,HEK293,pDNA,39.95,14.55,2.81,42.69,0.3836,4.49,59.8,-7.3,0.1709,6.84,601.8,3,42.64,0,Low
LNP_13327,BioNTech2021,A2-Iso5-2DC18,DOPC,MCF7,ASO,47.11,13.96,1.86,37.07,0.7261,8.3,127.6,-6.47,0.0894,5.99,745.1,1,37.59,0,Low
LNP_13328,Hassett2019,OF-02,DSPE,MCF7,pDNA,45.73,12.18,3.32,38.78,0.5859,3.62,91.5,2.38,0.0741,6.09,743.3,2,49.42,0,Low
LNP_13329,Hassett2019,DODAP,DSPE,A549,siRNA,40.32,14.3,1.41,43.98,0.4471,3.83,78.5,-1.17,0.1025,5.53,677.0,3,44.78,1,High
LNP_13330,Dahlman2014,FTT5,DPPC,HeLa,siRNA,44.93,14.34,1.3,39.43,0.3246,5.28,114.6,13.29,0.2332,6.76,653.3,1,33.4,0,Low
LNP_13331,Whitehead2014,L319,DPPC,Jurkat,mRNA,48.08,16.44,0.77,34.71,0.4366,1.22,110.3,0.03,0.0693,5.85,660.3,1,1.83,0,Low
LNP_13332,Hassett2019,A2-Iso5-2DC18,DOPE,PC3,mRNA,41.72,15.33,1.9,41.05,0.7003,4.57,103.8,-6.32,0.1742,6.44,572.1,2,69.03,1,High
LNP_13333,Li2015,DLin-MC3-DMA,DOPE,Jurkat,mRNA,35.69,13.69,1.31,49.31,0.7324,11.3,90.2,-4.66,0.097,6.88,793.2,2,45.77,0,Low
LNP_13334,Miao2020,Lipid5,DSPE,A549,pDNA,39.81,10.48,1.92,47.79,0.5708,3.53,89.9,2.41,0.2152,5.63,501.5,3,63.41,1,High
LNP_13335,Patel2017,ALC-0315,DOPE,Huh7,mRNA,39.58,16.33,1.4,42.69,0.6,4.79,75.3,-1.3,0.1335,7.31,519.0,1,53.85,0,Low
LNP_13336,Kulkarni2019,FTT5,DPPC,PC3,mRNA,42.29,13.93,2.09,41.7,0.7004,3.51,112.9,-12.6,0.2556,6.34,621.2,4,54.23,1,High
LNP_13337,Miao2020,DOTAP,DOPC,PC3,pDNA,48.52,15.55,1.46,34.47,0.6742,7.74,60.5,-13.04,0.0563,6.67,619.5,2,47.5,1,High
LNP_13338,Semple2010,SM-102,DPPC,HeLa,mRNA,33.55,10.25,1.92,54.28,0.7,5.25,108.4,3.57,0.0788,6.28,722.4,3,34.85,0,Low
LNP_13339,BioNTech2021,FTT5,DSPC,A549,siRNA,48.49,16.79,1.23,33.49,0.5563,9.34,57.0,-14.76,0.1531,7.26,812.0,1,17.66,0,Low
LNP_13340,Li2015,DLin-MC3-DMA,DOPC,PC3,mRNA,43.69,12.33,0.71,43.27,0.7272,10.24,82.7,0.82,0.1759,7.51,688.3,1,25.44,0,Low
LNP_13341,Li2015,OF-02,DOPE,PC3,siRNA,38.45,12.65,3.59,45.3,0.6369,6.06,75.1,-5.02,0.2187,6.34,473.0,1,42.29,0,Low
LNP_13342,Moderna2021,DLin-MC3-DMA,DSPE,MCF7,ASO,48.41,11.63,1.02,38.94,0.4475,7.18,62.5,-3.37,0.297,6.13,634.3,2,29.12,0,Low
LNP_13343,Sabnis2018,Lipid5,DOPC,MCF7,ASO,42.33,14.04,1.89,41.75,0.4905,4.59,129.3,-22.77,0.2504,6.18,444.8,1,47.26,0,Low
LNP_13344,BioNTech2021,MC3,DSPE,A549,siRNA,38.57,15.15,1.65,44.64,0.6582,5.62,90.2,-11.22,0.0734,5.83,706.6,2,52.49,1,High
LNP_13345,Kauffman2015,DOTAP,DOPE,RAW264.7,mRNA,42.29,19.25,1.06,37.39,0.4648,6.96,111.6,7.83,0.0923,6.26,523.9,3,48.82,1,High
LNP_13346,Oberli2017,IM23,DOPC,PC3,siRNA,44.1,8.72,2.02,45.16,0.6966,16.68,69.1,-2.53,0.1465,6.7,576.0,2,24.3,0,Low
LNP_13347,Semple2010,FTT5,DSPC,PC3,siRNA,43.13,14.79,2.56,39.51,0.7951,3.42,117.4,4.16,0.123,6.28,553.9,2,54.15,1,High
LNP_13348,Fenton2016,DODAP,DSPE,HeLa,mRNA,38.54,13.7,2.75,45.01,0.3675,7.79,98.6,-12.74,0.075,6.78,747.2,1,64.96,1,High
LNP_13349,Whitehead2014,DODAP,DSPE,HeLa,siRNA,42.76,17.43,1.51,38.3,0.4384,6.56,141.6,4.61,0.0661,6.01,850.0,4,52.33,1,High
LNP_13350,Whitehead2014,MC3,DSPE,HeLa,mRNA,47.43,15.51,1.04,36.02,0.4333,3.31,100.6,-7.89,0.053,6.34,565.7,1,41.69,0,Low
LNP_13351,Jayaraman2012,DOTAP,DSPE,Huh7,siRNA,42.39,12.71,0.68,44.22,0.6443,6.06,115.9,6.04,0.2329,7.32,738.2,2,62.77,1,High
LNP_13352,BioNTech2021,FTT5,DOPE,Huh7,siRNA,31.42,9.29,2.63,56.67,0.4705,3.57,86.0,-13.25,0.155,5.48,721.5,1,25.71,0,Low
LNP_13353,Semple2010,SM-102,DSPE,A549,siRNA,36.57,11.82,1.49,50.11,0.7162,8.52,69.5,-7.03,0.2295,6.14,612.3,3,47.34,1,High
LNP_13354,Patel2017,A2-Iso5-2DC18,DOPE,HEK293,pDNA,32.96,11.87,1.95,53.22,0.8245,8.13,89.4,7.55,0.1362,5.69,679.1,1,58.26,1,High
LNP_13355,BioNTech2021,A2-Iso5-2DC18,DSPE,HeLa,mRNA,40.45,17.85,1.1,40.6,0.4986,4.91,87.7,7.69,0.1594,6.2,605.8,2,41.99,0,Low
LNP_13356,Miao2020,DLin-MC3-DMA,DOPC,Huh7,pDNA,38.26,14.45,1.74,45.54,0.7977,1.75,114.7,-13.43,0.1029,6.53,679.3,1,36.69,0,Low
LNP_13357,BioNTech2021,OF-02,DOPC,PC3,ASO,37.87,9.48,2.58,50.07,0.6516,4.22,65.8,1.47,0.1899,6.05,714.9,1,39.6,0,Low
LNP_13358,Li2015,cKK-E12,DOPE,PC3,ASO,43.16,14.01,0.92,41.91,0.7152,8.22,92.3,-3.28,0.125,6.27,610.6,2,46.31,0,Low
LNP_13359,Dahlman2014,LP01,DSPE,Jurkat,siRNA,42.11,16.88,1.4,39.61,0.7248,2.93,64.9,-9.65,0.0924,5.76,708.6,2,35.41,0,Low
LNP_13360,Patel2017,FTT5,DSPE,A549,siRNA,48.34,10.01,0.85,40.81,0.3895,6.1,97.1,-3.07,0.1174,6.44,579.9,2,52.76,0,Low
LNP_13361,Dahlman2014,A2-Iso5-2DC18,DOPC,RAW264.7,siRNA,44.51,13.44,3.4,38.65,0.723,5.23,101.6,5.31,0.1509,7.24,736.4,2,25.08,0,Low
LNP_13362,Oberli2017,MC3,DPPC,PC3,mRNA,45.79,11.59,1.38,41.24,0.3159,8.89,50.0,-3.24,0.0671,5.91,920.7,2,43.73,0,Low
LNP_13363,Patel2017,MC3,DSPC,A549,siRNA,35.78,12.83,2.33,49.06,0.7307,3.97,85.1,-15.23,0.1725,7.16,658.9,1,46.11,0,Low
LNP_13364,Fenton2016,LP01,DSPE,Jurkat,pDNA,43.86,14.53,1.6,40.01,0.6348,8.2,87.2,-16.69,0.1822,6.2,627.4,1,48.01,1,High
LNP_13365,Moderna2021,DOTAP,DPPC,PC3,mRNA,39.07,9.98,2.95,48.0,0.4889,3.88,157.5,7.84,0.2322,6.41,806.6,1,48.71,0,Low
LNP_13366,Kauffman2015,Lipid5,DOPC,A549,ASO,47.22,17.39,0.97,34.42,0.4544,4.03,83.3,-4.12,0.1142,6.37,762.6,2,59.54,1,High
LNP_13367,BioNTech2021,OF-02,DPPC,PC3,mRNA,42.43,21.1,1.32,35.16,0.562,3.63,59.3,-13.27,0.0842,6.02,602.6,2,45.18,1,High
LNP_13368,Moderna2021,IM23,DSPC,HEK293,mRNA,41.86,12.91,3.36,41.87,0.2643,5.1,91.1,-24.55,0.149,7.29,635.3,4,30.29,0,Low
LNP_13369,Miao2020,DODAP,DPPC,HeLa,mRNA,43.67,14.65,1.9,39.78,0.5333,8.86,82.0,-6.93,0.1973,6.39,800.4,2,58.32,1,High
LNP_13370,Sabnis2018,IM23,DSPE,HEK293,siRNA,43.85,13.25,1.33,41.57,0.8411,4.97,122.6,-7.89,0.0865,7.5,775.4,1,20.54,0,Low
LNP_13371,Miao2020,FTT5,DOPC,Jurkat,mRNA,39.08,12.09,4.43,44.4,0.7374,6.36,135.7,-4.96,0.0842,6.59,731.2,4,8.41,0,Low
LNP_13372,Kulkarni2019,cKK-E12,DPPC,PC3,ASO,41.59,14.52,1.17,42.71,0.4391,3.69,142.3,-12.03,0.0755,6.32,570.9,2,66.01,1,High
LNP_13373,Fenton2016,Lipid5,DOPC,RAW264.7,mRNA,37.99,15.58,1.1,45.33,0.6889,2.46,69.8,-5.69,0.1966,7.17,492.5,2,30.18,0,Low
LNP_13374,Patel2017,OF-02,DSPE,PC3,siRNA,48.62,18.82,0.77,31.79,0.5725,3.48,85.6,-2.36,0.1003,5.38,633.8,2,24.15,0,Low
LNP_13375,Sabnis2018,L319,DOPE,Huh7,pDNA,36.74,13.05,2.64,47.56,0.6838,7.71,70.8,-22.17,0.1455,5.91,795.7,4,36.98,0,Low
LNP_13376,Kauffman2015,LP01,DSPC,PC3,mRNA,38.14,11.94,1.71,48.21,0.4221,6.53,143.6,-17.16,0.2651,6.64,553.4,2,48.83,0,Low
LNP_13377,Patel2017,L319,DPPC,Jurkat,siRNA,44.84,10.72,1.98,42.47,0.431,10.33,94.6,-14.88,0.1478,6.39,694.9,4,46.67,0,Low
LNP_13378,Jayaraman2012,DOTAP,DOPC,MCF7,ASO,41.84,20.23,1.3,36.63,0.475,2.6,115.7,-14.3,0.1741,5.04,641.8,2,26.02,0,Low
LNP_13379,Semple2010,Lipid5,DSPE,Huh7,mRNA,40.47,20.62,3.04,35.87,0.5906,3.94,84.8,7.47,0.1411,6.48,577.6,3,45.99,0,Low
LNP_13380,Oberli2017,DODAP,DOPE,Jurkat,mRNA,48.58,9.32,1.2,40.9,0.7785,3.01,53.2,-2.21,0.1251,5.54,614.7,3,25.52,0,Low
LNP_13381,Miao2020,FTT5,DPPC,Huh7,pDNA,50.28,15.64,2.45,31.63,0.6451,3.26,78.2,-2.26,0.2163,6.06,679.6,1,28.72,0,Low
LNP_13382,Sabnis2018,FTT5,DPPC,Huh7,pDNA,37.26,13.35,1.83,47.57,0.7525,1.08,72.4,-0.67,0.2395,5.89,545.6,2,17.22,0,Low
LNP_13383,Li2015,MC3,DOPE,HEK293,siRNA,33.72,13.32,0.85,52.12,0.3729,5.35,63.0,-8.79,0.2142,5.58,599.5,4,57.78,1,High
LNP_13384,Dahlman2014,ALC-0315,DOPE,HEK293,ASO,40.75,15.58,2.2,41.47,0.2491,8.04,72.5,-13.86,0.056,6.64,531.9,1,59.9,1,High
LNP_13385,Fenton2016,LP01,DSPC,Huh7,siRNA,45.2,14.41,2.84,37.55,0.4637,5.26,132.0,6.84,0.0921,6.85,993.3,2,51.95,1,High
LNP_13386,BioNTech2021,SM-102,DSPE,MCF7,ASO,44.14,16.0,0.56,39.3,0.8399,2.36,87.4,-1.05,0.1522,6.36,785.2,3,64.86,1,High
LNP_13387,Dahlman2014,ALC-0315,DSPC,Jurkat,pDNA,31.26,13.64,2.95,52.16,0.3943,5.02,107.1,-11.74,0.2078,7.59,586.3,3,17.99,0,Low
LNP_13388,Jayaraman2012,L319,DSPC,Jurkat,siRNA,44.02,13.83,1.42,40.72,0.6257,6.06,115.1,-9.08,0.1183,5.37,570.4,4,37.64,0,Low
LNP_13389,Li2015,L319,DOPE,MCF7,pDNA,50.36,16.11,2.7,30.83,0.492,2.06,63.3,4.79,0.1426,5.11,587.3,4,18.83,0,Low
LNP_13390,Moderna2021,MC3,DOPE,Jurkat,mRNA,36.58,10.91,1.01,51.5,0.4574,1.92,51.9,-10.92,0.2242,6.89,532.5,2,42.2,0,Low
LNP_13391,Patel2017,C12-200,DSPE,RAW264.7,pDNA,52.96,10.86,1.29,34.89,0.4426,2.14,124.9,-18.98,0.1909,5.97,732.4,1,37.25,0,Low
LNP_13392,Patel2017,MC3,DOPC,HEK293,pDNA,41.34,10.82,2.05,45.8,0.3135,9.11,84.9,-0.9,0.0788,7.3,647.7,2,33.5,0,Low
LNP_13393,Dahlman2014,C12-200,DOPC,HEK293,siRNA,40.81,16.06,2.28,40.85,0.6398,3.29,83.1,9.26,0.1546,5.89,422.3,1,39.42,0,Low
LNP_13394,Miao2020,OF-02,DSPC,Jurkat,pDNA,39.82,12.11,0.64,47.43,0.565,7.06,92.6,8.74,0.2588,5.45,919.1,4,44.86,0,Low
LNP_13395,Whitehead2014,DODAP,DSPC,MCF7,pDNA,45.43,17.63,0.9,36.05,0.5746,2.31,76.0,-11.9,0.1849,7.36,666.6,1,54.63,1,High
LNP_13396,Moderna2021,OF-02,DPPC,Jurkat,mRNA,34.61,18.02,1.4,45.96,0.77,3.41,96.4,11.74,0.1015,5.76,560.8,3,50.41,0,Low
LNP_13397,Patel2017,ALC-0315,DOPC,RAW264.7,siRNA,34.09,16.25,1.51,48.14,0.8249,5.62,157.7,3.65,0.2074,6.69,696.4,4,40.89,0,Low
LNP_13398,Semple2010,OF-02,DSPE,Jurkat,ASO,37.99,14.23,2.75,45.03,0.8367,4.6,73.1,11.22,0.088,6.27,562.4,4,55.3,1,High
LNP_13399,Moderna2021,FTT5,DPPC,RAW264.7,mRNA,46.75,15.06,0.72,37.47,0.2717,5.6,109.4,-5.39,0.1624,7.16,480.9,3,24.19,0,Low
LNP_13400,Li2015,ALC-0315,DPPC,Jurkat,pDNA,50.29,14.81,2.85,32.06,0.6461,4.19,138.6,-5.02,0.0821,6.19,626.6,2,32.7,0,Low
LNP_13401,Li2015,OF-02,DPPC,Jurkat,siRNA,42.75,13.97,2.33,40.95,0.5553,4.25,50.6,-7.3,0.2216,6.54,542.8,2,53.64,1,High
LNP_13402,Oberli2017,IM23,DOPE,PC3,siRNA,43.56,15.58,1.13,39.73,0.6848,3.51,50.0,3.92,0.0876,5.65,741.9,1,47.18,0,Low
LNP_13403,Dahlman2014,SM-102,DSPE,HeLa,siRNA,44.77,17.5,1.29,36.44,0.6477,3.16,71.5,-18.41,0.1207,6.84,575.0,1,44.86,0,Low
LNP_13404,Miao2020,MC3,DSPC,HEK293,ASO,37.68,15.81,1.18,45.33,0.78,2.46,91.9,-11.39,0.0912,6.66,584.8,1,83.49,1,High
LNP_13405,Hassett2019,cKK-E12,DSPC,HeLa,mRNA,42.47,11.39,1.1,45.03,0.4012,3.24,65.0,-1.77,0.0731,6.47,551.7,4,59.42,1,High
LNP_13406,Dahlman2014,A2-Iso5-2DC18,DSPE,Jurkat,siRNA,33.34,9.84,2.43,54.39,0.6281,3.25,66.0,-13.15,0.1365,5.26,738.3,1,27.06,0,Low
LNP_13407,Fenton2016,DODAP,DPPC,PC3,pDNA,31.83,16.69,1.07,50.41,0.5547,4.3,146.4,-2.69,0.1099,4.76,597.1,3,18.91,0,Low
LNP_13408,Whitehead2014,IM23,DSPE,HEK293,siRNA,41.84,11.27,2.43,44.47,0.8528,11.48,100.6,12.84,0.1612,6.42,386.0,2,45.24,0,Low
LNP_13409,BioNTech2021,IM23,DOPC,HEK293,siRNA,35.72,13.8,1.57,48.9,0.5545,2.56,81.5,-12.61,0.1229,6.57,805.7,3,45.81,0,Low
